
GeneticAlgorithm.Settings(creation=<algorithms.genetic.creation.RandomCreation object at 0x000001749671B5B0>, selection=<algorithms.genetic.selection.RouletteSelection object at 0x00000174F7A265E0>, crossover=<algorithms.genetic.crossover.EdgeRecombinationCrossover object at 0x00000174F7AC27C0>, parent_generator=<algorithms.genetic.crossover.PanmixiaParentGenerator object at 0x00000174F7AC25E0>, mutation=<algorithms.genetic.mutation.TwoOptMutation object at 0x000001749671B250>, population_size=1000, iterations=500, survived=0.6, mutated=0.3);372.2722839287309;0
GeneticAlgorithm.Settings(creation=<algorithms.genetic.creation.RandomCreation object at 0x00000243ED16B3D0>, selection=<algorithms.genetic.selection.RankSelection object at 0x00000243ED11B250>, crossover=<algorithms.genetic.crossover.OrderCrossover object at 0x00000243ED11B3D0>, parent_generator=<algorithms.genetic.crossover.PanmixiaParentGenerator object at 0x00000243ED11B460>, mutation=<algorithms.genetic.mutation.ScrambleMutation object at 0x00000243ED11B4F0>, population_size=1000, iterations=500, survived=0.6, mutated=0.3);439.6325992748483;[441.18385575178525, 423.0525920608751, 427.02537475037195, 457.5467311600888, 449.3544426511205];0
GeneticAlgorithm.Settings(creation=<algorithms.genetic.creation.RandomCreation object at 0x00000243ED135EB0>, selection=<algorithms.genetic.selection.RankSelection object at 0x00000243ED11B250>, crossover=<algorithms.genetic.crossover.OrderCrossover object at 0x00000243ED11B3D0>, parent_generator=<algorithms.genetic.crossover.PanmixiaParentGenerator object at 0x00000243ED11B460>, mutation=<algorithms.genetic.mutation.TwoOptMutation object at 0x00000243ED11B640>, population_size=1000, iterations=500, survived=0.6, mutated=0.3);434.0059736354111;[445.68286290628936, 377.28213862126665, 440.4771774209462, 428.749007435112, 477.83868179344125];0
GeneticAlgorithm.Settings(creation=<algorithms.genetic.creation.RandomCreation object at 0x00000243ED11BC40>, selection=<algorithms.genetic.selection.RankSelection object at 0x00000243ED11B250>, crossover=<algorithms.genetic.crossover.EdgeRecombinationCrossover object at 0x00000243ED11B430>, parent_generator=<algorithms.genetic.crossover.InbreedingParentGenerator object at 0x00000243ED11B400>, mutation=<algorithms.genetic.mutation.SwapMutation object at 0x00000243ED11B5B0>, population_size=1000, iterations=500, survived=0.6, mutated=0.3);400.6418815065907;[413.7236936583759, 359.8293150737145, 398.96690766855613, 406.0573869866969, 424.63210414561007];0
GeneticAlgorithm.Settings(creation=<algorithms.genetic.creation.RandomCreation object at 0x00000243ED2B2940>, selection=<algorithms.genetic.selection.RankSelection object at 0x00000243ED11B250>, crossover=<algorithms.genetic.crossover.EdgeRecombinationCrossover object at 0x00000243ED11B430>, parent_generator=<algorithms.genetic.crossover.InbreedingParentGenerator object at 0x00000243ED11B400>, mutation=<algorithms.genetic.mutation.ScrambleMutation object at 0x00000243ED11B4F0>, population_size=1000, iterations=500, survived=0.6, mutated=0.3);412.6032867282379;[405.67676582024524, 406.647881969813, 418.54968107648216, 432.25207958914956, 399.89002518549944];0
GeneticAlgorithm.Settings(creation=<algorithms.genetic.creation.RandomCreation object at 0x00000243ED157B80>, selection=<algorithms.genetic.selection.RankSelection object at 0x00000243ED11B250>, crossover=<algorithms.genetic.crossover.EdgeRecombinationCrossover object at 0x00000243ED11B430>, parent_generator=<algorithms.genetic.crossover.InbreedingParentGenerator object at 0x00000243ED11B400>, mutation=<algorithms.genetic.mutation.TwoOptMutation object at 0x00000243ED11B640>, population_size=1000, iterations=500, survived=0.6, mutated=0.3);405.50926729615577;[400.884686222428, 401.3134002086375, 413.2841140397314, 399.81301703753064, 412.2511189724513];0
GeneticAlgorithm.Settings(creation=<algorithms.genetic.creation.RandomCreation object at 0x00000243ED14E2B0>, selection=<algorithms.genetic.selection.RankSelection object at 0x00000243ED11B250>, crossover=<algorithms.genetic.crossover.EdgeRecombinationCrossover object at 0x00000243ED11B430>, parent_generator=<algorithms.genetic.crossover.OutbreedingParentGenerator object at 0x00000243ED11B490>, mutation=<algorithms.genetic.mutation.SwapMutation object at 0x00000243ED11B5B0>, population_size=1000, iterations=500, survived=0.6, mutated=0.3);494.4193876512244;[499.9609009549715, 472.03981221836636, 501.4551027667222, 519.8924496517815, 478.7486726642806];0
GeneticAlgorithm.Settings(creation=<algorithms.genetic.creation.RandomCreation object at 0x00000243ED24AD30>, selection=<algorithms.genetic.selection.RankSelection object at 0x00000243ED11B250>, crossover=<algorithms.genetic.crossover.EdgeRecombinationCrossover object at 0x00000243ED11B430>, parent_generator=<algorithms.genetic.crossover.OutbreedingParentGenerator object at 0x00000243ED11B490>, mutation=<algorithms.genetic.mutation.ScrambleMutation object at 0x00000243ED11B4F0>, population_size=1000, iterations=500, survived=0.6, mutated=0.3);480.0335539005073;[446.68349550437955, 487.80159513613864, 494.4044424769024, 482.19595044758796, 489.08228593752796];0
GeneticAlgorithm.Settings(creation=<algorithms.genetic.creation.RandomCreation object at 0x00000243ED2AE580>, selection=<algorithms.genetic.selection.RankSelection object at 0x00000243ED11B250>, crossover=<algorithms.genetic.crossover.EdgeRecombinationCrossover object at 0x00000243ED11B430>, parent_generator=<algorithms.genetic.crossover.OutbreedingParentGenerator object at 0x00000243ED11B490>, mutation=<algorithms.genetic.mutation.TwoOptMutation object at 0x00000243ED11B640>, population_size=1000, iterations=500, survived=0.6, mutated=0.3);527.583209470914;[525.1689688168291, 529.6481781357768, 555.7808490917984, 513.4941832814661, 513.8238680286995];0
GeneticAlgorithm.Settings(creation=<algorithms.genetic.creation.RandomCreation object at 0x00000243ED253520>, selection=<algorithms.genetic.selection.RankSelection object at 0x00000243ED11B250>, crossover=<algorithms.genetic.crossover.EdgeRecombinationCrossover object at 0x00000243ED11B430>, parent_generator=<algorithms.genetic.crossover.PanmixiaParentGenerator object at 0x00000243ED11B460>, mutation=<algorithms.genetic.mutation.SwapMutation object at 0x00000243ED11B5B0>, population_size=1000, iterations=500, survived=0.6, mutated=0.3);433.2419249336418;[432.6574689483695, 430.21853933943913, 422.73660707192715, 442.4674466465603, 438.12956266191287];0
GeneticAlgorithm.Settings(creation=<algorithms.genetic.creation.RandomCreation object at 0x00000243ED16B130>, selection=<algorithms.genetic.selection.RankSelection object at 0x00000243ED11B250>, crossover=<algorithms.genetic.crossover.EdgeRecombinationCrossover object at 0x00000243ED11B430>, parent_generator=<algorithms.genetic.crossover.PanmixiaParentGenerator object at 0x00000243ED11B460>, mutation=<algorithms.genetic.mutation.ScrambleMutation object at 0x00000243ED11B4F0>, population_size=1000, iterations=500, survived=0.6, mutated=0.3);431.98872955947;[430.188607930853, 427.3073450748709, 441.34696149322997, 415.37178622172826, 445.72894707666785];0
GeneticAlgorithm.Settings(creation=<algorithms.genetic.creation.RandomCreation object at 0x00000243ED11BBE0>, selection=<algorithms.genetic.selection.RankSelection object at 0x00000243ED11B250>, crossover=<algorithms.genetic.crossover.EdgeRecombinationCrossover object at 0x00000243ED11B430>, parent_generator=<algorithms.genetic.crossover.PanmixiaParentGenerator object at 0x00000243ED11B460>, mutation=<algorithms.genetic.mutation.TwoOptMutation object at 0x00000243ED11B640>, population_size=1000, iterations=500, survived=0.6, mutated=0.3);430.8929231544695;[418.63794145349686, 436.0754366255947, 460.5353175462036, 404.401447699042, 434.8144724480101];0
